POINT,CHAINAGE,EASTING,NORTHING,ELEVATION
1,13180,270521.9023,2103311.043,-12.23
2,13181,270522.3965,2103311.912,-12.23
3,13182,270522.8906,2103312.782,-12.23
4,13183,270523.3848,2103313.651,-12.23
5,13184,270523.879,2103314.521,-12.23
6,13185,270524.3731,2103315.39,-12.23
7,13186,270524.8673,2103316.259,-12.23
8,13187,270525.3615,2103317.129,-12.23
9,13188,270525.8556,2103317.998,-12.23
10,13189,270526.3498,2103318.867,-12.23
11,13190,270526.844,2103319.737,-12.23
12,13191,270527.3381,2103320.606,-12.23
13,13192,270527.8323,2103321.475,-12.23
14,13193,270528.3265,2103322.345,-12.23
15,13194,270528.8206,2103323.214,-12.23
16,13195,270529.3148,2103324.084,-12.23
17,13196,270529.809,2103324.953,-12.23
18,13197,270530.3032,2103325.822,-12.23
19,13198,270530.7973,2103326.692,-12.23
20,13199,270531.2915,2103327.561,-12.23
21,13200,270531.7857,2103328.43,-12.23000008
22,13201,270532.2798,2103329.3,-12.23017425
23,13202,270532.774,2103330.169,-12.23068176
24,13203,270533.2682,2103331.038,-12.23152261
25,13204,270533.7623,2103331.908,-12.23269679
26,13205,270534.2565,2103332.777,-12.23420431
27,13206,270534.7507,2103333.647,-12.23604517
28,13207,270535.2448,2103334.516,-12.23821936
29,13208,270535.739,2103335.385,-12.2407269
30,13209,270536.2332,2103336.255,-12.24356777
31,13210,270536.7273,2103337.124,-12.24674198
32,13211,270537.2215,2103337.993,-12.25024953
33,13212,270537.7157,2103338.863,-12.25409041
34,13213,270538.2098,2103339.732,-12.25826464
35,13214,270538.704,2103340.601,-12.2627722
36,13215,270539.1982,2103341.471,-12.2676131
37,13216,270539.6923,2103342.34,-12.27278734
38,13217,270540.1865,2103343.21,-12.27829491
39,13218,270540.6807,2103344.079,-12.28413582
40,13219,270541.1748,2103344.948,-12.29031008
41,13220,270541.669,2103345.818,-12.29681766
42,13221,270542.1632,2103346.687,-12.30365859
43,13222,270542.6573,2103347.556,-12.31083286
44,13223,270543.1515,2103348.426,-12.31834046
45,13224,270543.6457,2103349.295,-12.3261814
46,13225,270544.1398,2103350.165,-12.33435568
47,13226,270544.634,2103351.034,-12.34286329
48,13227,270545.1282,2103351.903,-12.35170425
49,13228,270545.6223,2103352.773,-12.36087854
50,13229,270546.1165,2103353.642,-12.37038617
51,13230,270546.6107,2103354.511,-12.38022714
52,13231,270547.1049,2103355.381,-12.39040145
53,13232,270547.599,2103356.25,-12.40090909
54,13233,270548.0932,2103357.119,-12.41168611
55,13234,270548.5874,2103357.989,-12.42248725
56,13235,270549.0815,2103358.858,-12.4332884
57,13236,270549.5757,2103359.728,-12.44408955
58,13237,270550.0699,2103360.597,-12.4548907
59,13238,270550.564,2103361.466,-12.46569184
60,13239,270551.0582,2103362.336,-12.47649299
61,13240,270551.5524,2103363.205,-12.48729414
62,13241,270552.0465,2103364.074,-12.49809529
63,13242,270552.5407,2103364.944,-12.50889644
64,13243,270553.0349,2103365.813,-12.51969758
65,13244,270553.529,2103366.682,-12.53049873
66,13245,270554.0232,2103367.552,-12.54129988
67,13246,270554.5174,2103368.421,-12.55210103
68,13247,270555.0115,2103369.291,-12.56290217
69,13248,270555.5057,2103370.16,-12.57370332
70,13249,270555.9999,2103371.029,-12.58450447
71,13250,270556.494,2103371.899,-12.59530562
72,13251,270556.9882,2103372.768,-12.60610677
73,13252,270557.4824,2103373.637,-12.61690791
74,13253,270557.9765,2103374.507,-12.62770906
75,13254,270558.4707,2103375.376,-12.63851021
76,13255,270558.9664,2103376.245,-12.6487572
77,13256,270559.4631,2103377.113,-12.65863335
78,13257,270559.9599,2103377.98,-12.66850949
79,13258,270560.4567,2103378.848,-12.67838564
80,13259,270560.9537,2103379.716,-12.68826179
81,13260,270561.4509,2103380.584,-12.69813794
82,13261,270561.9482,2103381.451,-12.70801408
83,13262,270562.4458,2103382.319,-12.71789023
84,13263,270562.9437,2103383.186,-12.72776638
85,13264,270563.4419,2103384.053,-12.73764253
86,13265,270563.9404,2103384.92,-12.74751868
87,13266,270564.4393,2103385.786,-12.75739482
88,13267,270564.9387,2103386.653,-12.76727097
89,13268,270565.4384,2103387.519,-12.77714712
90,13269,270565.9387,2103388.385,-12.78702327
91,13270,270566.4395,2103389.25,-12.79689941
92,13271,270566.9409,2103390.116,-12.80677556
93,13272,270567.4428,2103390.98,-12.81665171
94,13273,270567.9454,2103391.845,-12.82652786
95,13274,270568.4486,2103392.709,-12.836404
96,13275,270568.9526,2103393.573,-12.84628015
97,13276,270569.4573,2103394.436,-12.8561563
98,13277,270569.9627,2103395.299,-12.86603245
99,13278,270570.469,2103396.161,-12.8759086
100,13279,270570.9761,2103397.023,-12.88578474
101,13280,270571.4841,2103397.884,-12.89566089
102,13281,270571.9931,2103398.745,-12.90553704
103,13282,270572.5029,2103399.605,-12.91541319
104,13283,270573.0138,2103400.465,-12.92528933
105,13284,270573.5256,2103401.324,-12.93516548
106,13285,270574.0386,2103402.182,-12.94504163
107,13286,270574.5526,2103403.04,-12.95491778
108,13287,270575.0677,2103403.896,-12.96479393
109,13288,270575.584,2103404.753,-12.97467007
110,13289,270576.1015,2103405.608,-12.98454622
111,13290,270576.6202,2103406.463,-12.99442237
112,13291,270577.1402,2103407.317,-13.00429852
113,13292,270577.6615,2103408.17,-13.01417466
114,13293,270578.1841,2103409.023,-13.02405081
115,13294,270578.7081,2103409.874,-13.03392696
116,13295,270579.232,2103410.726,-13.04435727
117,13296,270579.7563,2103411.577,-13.05515841
118,13297,270580.2821,2103412.427,-13.06595956
119,13298,270580.8092,2103413.277,-13.07676071
120,13299,270581.3378,2103414.126,-13.08756186
121,13300,270581.8678,2103414.973,-13.098363
122,13301,270582.3992,2103415.82,-13.10916415
123,13302,270582.932,2103416.666,-13.1199653
124,13303,270583.4662,2103417.511,-13.13076645
125,13304,270584.0019,2103418.356,-13.1415676
126,13305,270584.5389,2103419.199,-13.15236874
127,13306,270585.0773,2103420.041,-13.16316989
128,13307,270585.6172,2103420.883,-13.17397104
129,13308,270586.1584,2103421.724,-13.18477219
130,13309,270586.7011,2103422.563,-13.19557333
131,13310,270587.2451,2103423.402,-13.20637448
132,13311,270587.7906,2103424.24,-13.21717563
133,13312,270588.3374,2103425.077,-13.22797678
134,13313,270588.8856,2103425.913,-13.23877793
135,13314,270589.4353,2103426.748,-13.24957907
136,13315,270589.9863,2103427.583,-13.26038022
137,13316,270590.5387,2103428.416,-13.27118137
138,13317,270591.0925,2103429.248,-13.28198252
139,13318,270591.6477,2103430.08,-13.29278366
140,13319,270592.2042,2103430.91,-13.30358481
141,13320,270592.7622,2103431.74,-13.31438596
142,13321,270593.3215,2103432.569,-13.32518711
143,13322,270593.8822,2103433.396,-13.33598825
144,13323,270594.4443,2103434.223,-13.3467894
145,13324,270595.0078,2103435.049,-13.35759055
146,13325,270595.5726,2103435.874,-13.3683917
147,13326,270596.1388,2103436.698,-13.37919285
148,13327,270596.7064,2103437.521,-13.38999399
149,13328,270597.2754,2103438.343,-13.40079514
150,13329,270597.8457,2103439.165,-13.41159629
151,13330,270598.4174,2103439.985,-13.42239744
152,13331,270598.9905,2103440.804,-13.43319858
153,13332,270599.5649,2103441.622,-13.44399973
154,13333,270600.1407,2103442.44,-13.45480088
155,13334,270600.7179,2103443.256,-13.46560203
156,13335,270601.2964,2103444.072,-13.47640318
157,13336,270601.8762,2103444.886,-13.48720432
158,13337,270602.4575,2103445.7,-13.49800547
159,13338,270603.04,2103446.512,-13.50880662
160,13339,270603.624,2103447.324,-13.51960777
161,13340,270604.2093,2103448.134,-13.53040891
162,13341,270604.7959,2103448.944,-13.54121006
163,13342,270605.3839,2103449.753,-13.55201121
164,13343,270605.9732,2103450.56,-13.56281236
165,13344,270606.5639,2103451.367,-13.57361351
166,13345,270607.1559,2103452.173,-13.58441465
167,13346,270607.7493,2103452.977,-13.5952158
168,13347,270608.344,2103453.781,-13.60601695
169,13348,270608.9401,2103454.584,-13.6168181
170,13349,270609.5374,2103455.385,-13.62761924
171,13350,270610.1361,2103456.186,-13.63842039
172,13351,270610.7362,2103456.986,-13.64922154
173,13352,270611.3376,2103457.784,-13.66002269
174,13353,270611.9403,2103458.582,-13.67082383
175,13354,270612.5443,2103459.379,-13.68162498
176,13355,270613.1497,2103460.175,-13.69242613
177,13356,270613.7564,2103460.969,-13.70322728
178,13357,270614.3644,2103461.763,-13.71402843
179,13358,270614.9738,2103462.556,-13.72482957
180,13359,270615.5844,2103463.347,-13.73563072
181,13360,270616.1964,2103464.138,-13.74643187
182,13361,270616.8097,2103464.928,-13.75723302
183,13362,270617.4243,2103465.716,-13.76803416
184,13363,270618.0402,2103466.504,-13.77883531
185,13364,270618.6575,2103467.29,-13.78963646
186,13365,270619.276,2103468.076,-13.80043761
187,13366,270619.8959,2103468.86,-13.81123876
188,13367,270620.517,2103469.644,-13.8220399
189,13368,270621.1395,2103470.426,-13.83284105
190,13369,270621.7632,2103471.207,-13.8436422
191,13370,270622.3883,2103471.988,-13.85444335
192,13371,270623.0147,2103472.767,-13.86524449
193,13372,270623.6424,2103473.545,-13.87604564
194,13373,270624.2713,2103474.322,-13.88684679
195,13374,270624.9016,2103475.099,-13.89764794
196,13375,270625.5331,2103475.874,-13.90844909
197,13376,270626.166,2103476.648,-13.91925023
198,13377,270626.8001,2103477.421,-13.93005138
199,13378,270627.4355,2103478.193,-13.94085253
200,13379,270628.0722,2103478.963,-13.95165368
201,13380,270628.7102,2103479.733,-13.96245482
202,13381,270629.3495,2103480.502,-13.97325597
203,13382,270629.99,2103481.27,-13.98405712
204,13383,270630.6319,2103482.036,-13.99485827
205,13384,270631.275,2103482.802,-14.00565941
206,13385,270631.9193,2103483.566,-14.01646056
207,13386,270632.565,2103484.33,-14.02726171
208,13387,270633.2119,2103485.092,-14.03806286
209,13388,270633.8601,2103485.853,-14.04886401
210,13389,270634.5096,2103486.613,-14.05966515
211,13390,270635.1603,2103487.372,-14.0704663
212,13391,270635.8123,2103488.13,-14.08126745
213,13392,270636.4656,2103488.887,-14.0920686
214,13393,270637.1201,2103489.643,-14.10286974
215,13394,270637.7758,2103490.398,-14.11367089
216,13395,270638.4329,2103491.151,-14.12447204
217,13396,270639.0912,2103491.904,-14.13527319
218,13397,270639.7507,2103492.655,-14.14607434
219,13398,270640.4115,2103493.405,-14.15687548
220,13399,270641.0735,2103494.155,-14.16767663
221,13400,270641.7368,2103494.903,-14.17847778
222,13401,270642.4014,2103495.65,-14.18927893
223,13402,270643.0671,2103496.396,-14.20008007
224,13403,270643.7342,2103497.14,-14.21088122
225,13404,270644.4024,2103497.884,-14.22168237
226,13405,270645.0719,2103498.627,-14.23248352
227,13406,270645.7426,2103499.368,-14.24328467
228,13407,270646.4146,2103500.108,-14.25408581
229,13408,270647.0878,2103500.848,-14.26488696
230,13409,270647.7623,2103501.586,-14.27568811
231,13410,270648.4379,2103502.323,-14.28648926
232,13411,270649.1148,2103503.058,-14.2972904
233,13412,270649.7929,2103503.793,-14.30809155
234,13413,270650.4723,2103504.527,-14.3188927
235,13414,270651.1528,2103505.259,-14.32969385
236,13415,270651.8346,2103505.99,-14.34049499
237,13416,270652.5176,2103506.721,-14.35129614
238,13417,270653.2018,2103507.45,-14.36209729
239,13418,270653.8873,2103508.177,-14.37289844
240,13419,270654.5739,2103508.904,-14.38369959
241,13420,270655.2618,2103509.63,-14.39450073
242,13421,270655.9508,2103510.354,-14.40530188
243,13422,270656.6411,2103511.078,-14.41610303
244,13423,270657.3325,2103511.8,-14.42690418
245,13424,270658.0252,2103512.521,-14.43770532
246,13425,270658.7191,2103513.24,-14.44850647
247,13426,270659.4142,2103513.959,-14.45930762
248,13427,270660.1104,2103514.677,-14.47010877
249,13428,270660.8079,2103515.393,-14.48090992
250,13429,270661.5066,2103516.108,-14.49171106
251,13430,270662.2064,2103516.822,-14.50251221
252,13431,270662.9075,2103517.535,-14.51331336
253,13432,270663.6097,2103518.247,-14.52411451
254,13433,270664.3131,2103518.957,-14.53491565
255,13434,270665.0177,2103519.667,-14.5457168
256,13435,270665.7235,2103520.375,-14.55651795
257,13436,270666.4304,2103521.082,-14.5673191
258,13437,270667.1385,2103521.788,-14.57812024
259,13438,270667.8478,2103522.492,-14.58892139
260,13439,270668.5583,2103523.196,-14.59972254
261,13440,270669.27,2103523.898,-14.61052369
262,13441,270669.9828,2103524.599,-14.62132484
263,13442,270670.6968,2103525.299,-14.63212598
264,13443,270671.4119,2103525.997,-14.64292713
265,13444,270672.1283,2103526.695,-14.65372828
266,13445,270672.8457,2103527.391,-14.66452943
267,13446,270673.5644,2103528.086,-14.67533057
268,13447,270674.2842,2103528.78,-14.68613172
269,13448,270675.0051,2103529.473,-14.69693287
270,13449,270675.7272,2103530.165,-14.70773402
271,13450,270676.4505,2103530.855,-14.71853517
272,13451,270677.1749,2103531.544,-14.72933631
273,13452,270677.9004,2103532.232,-14.74013746
274,13453,270678.6271,2103532.918,-14.75093861
275,13454,270679.355,2103533.604,-14.76173976
276,13455,270680.084,2103534.288,-14.7725409
277,13456,270680.8141,2103534.971,-14.78334205
278,13457,270681.5454,2103535.653,-14.7941432
279,13458,270682.2778,2103536.334,-14.80494435
280,13459,270683.0113,2103537.013,-14.8157455
281,13460,270683.7459,2103537.691,-14.82654664
282,13461,270684.4817,2103538.368,-14.83734779
283,13462,270685.2186,2103539.044,-14.84814894
284,13463,270685.9567,2103539.718,-14.85895009
285,13464,270686.6959,2103540.391,-14.86975123
286,13465,270687.4361,2103541.063,-14.88055238
287,13466,270688.1775,2103541.734,-14.89135353
288,13467,270688.9201,2103542.404,-14.90215468
289,13468,270689.6637,2103543.072,-14.91295582
290,13469,270690.4085,2103543.739,-14.92375697
291,13470,270691.1543,2103544.405,-14.93455812
292,13471,270691.9013,2103545.07,-14.94535927
293,13472,270692.6494,2103545.733,-14.95616042
294,13473,270693.3985,2103546.395,-14.96696156
295,13474,270694.1488,2103547.056,-14.97776271
296,13475,270694.9002,2103547.715,-14.98856386
297,13476,270695.6527,2103548.374,-14.99936501
298,13477,270696.4063,2103549.031,-15.01016615
299,13478,270697.1609,2103549.686,-15.0209673
300,13479,270697.9167,2103550.341,-15.03176845
301,13480,270698.6736,2103550.994,-15.0425696
302,13481,270699.4315,2103551.646,-15.05337075
303,13482,270700.1905,2103552.297,-15.06417189
304,13483,270700.9506,2103552.947,-15.07497304
305,13484,270701.7118,2103553.595,-15.08577419
306,13485,270702.4741,2103554.242,-15.09657534
307,13486,270703.2374,2103554.887,-15.10737648
308,13487,270704.0019,2103555.532,-15.11817763
309,13488,270704.7674,2103556.175,-15.12897878
310,13489,270705.5339,2103556.817,-15.13977993
311,13490,270706.3016,2103557.457,-15.15058108
312,13491,270707.0703,2103558.097,-15.16138222
313,13492,270707.84,2103558.735,-15.17218337
314,13493,270708.6109,2103559.372,-15.18298452
315,13494,270709.3828,2103560.007,-15.19378567
316,13495,270710.1557,2103560.641,-15.20458681
317,13496,270710.9297,2103561.274,-15.21538796
318,13497,270711.7048,2103561.906,-15.22618911
319,13498,270712.4809,2103562.536,-15.23699026
320,13499,270713.258,2103563.165,-15.2477914
321,13500,270714.0362,2103563.793,-15.25859255
322,13501,270714.8155,2103564.419,-15.2693937
323,13502,270715.5958,2103565.044,-15.28019485
324,13503,270716.3771,2103565.668,-15.290996
325,13504,270717.1595,2103566.29,-15.30179714
326,13505,270717.9429,2103566.912,-15.31259829
327,13506,270718.7273,2103567.532,-15.32339944
328,13507,270719.5128,2103568.15,-15.33420059
329,13508,270720.2993,2103568.767,-15.34500173
330,13509,270721.0868,2103569.383,-15.35580288
331,13510,270721.8754,2103569.998,-15.36660403
332,13511,270722.665,2103570.611,-15.37740518
333,13512,270723.4556,2103571.223,-15.38820633
334,13513,270724.2472,2103571.834,-15.39900747
335,13514,270725.0398,2103572.443,-15.40980862
336,13515,270725.8335,2103573.051,-15.42060977
337,13516,270726.6282,2103573.658,-15.43141092
338,13517,270727.4238,2103574.264,-15.44221206
339,13518,270728.2205,2103574.868,-15.45301321
340,13519,270729.0182,2103575.47,-15.46381436
341,13520,270729.8169,2103576.072,-15.47461551
342,13521,270730.6166,2103576.672,-15.48541666
343,13522,270731.4173,2103577.271,-15.4962178
344,13523,270732.219,2103577.868,-15.50701895
345,13524,270733.0217,2103578.464,-15.5178201
346,13525,270733.8253,2103579.059,-15.52862125
347,13526,270734.63,2103579.652,-15.53942239
348,13527,270735.4357,2103580.244,-15.55022354
349,13528,270736.2423,2103580.835,-15.56102469
350,13529,270737.0499,2103581.424,-15.57182584
351,13530,270737.8585,2103582.012,-15.58262698
352,13531,270738.6681,2103582.599,-15.59342813
353,13532,270739.4787,2103583.184,-15.60422928
354,13533,270740.2902,2103583.768,-15.61503043
355,13534,270741.1027,2103584.351,-15.62583158
356,13535,270741.9162,2103584.932,-15.63663272
357,13536,270742.7306,2103585.512,-15.64743387
358,13537,270743.546,2103586.091,-15.65823502
359,13538,270744.3624,2103586.668,-15.66903617
360,13539,270745.1797,2103587.244,-15.67983731
361,13540,270745.998,2103587.818,-15.69063846
362,13541,270746.8173,2103588.391,-15.70143961
363,13542,270747.6375,2103588.963,-15.71224076
364,13543,270748.4586,2103589.533,-15.72304191
365,13544,270749.2807,2103590.102,-15.73384305
366,13545,270750.1038,2103590.67,-15.7446442
367,13546,270750.9278,2103591.236,-15.75544535
368,13547,270751.7527,2103591.801,-15.7662465
369,13548,270752.5786,2103592.365,-15.77704764
370,13549,270753.4054,2103592.927,-15.78784879
371,13550,270754.2332,2103593.488,-15.79864994
372,13551,270755.0619,2103594.047,-15.80945109
373,13552,270755.8915,2103594.605,-15.82025223
374,13553,270756.722,2103595.162,-15.83105338
375,13554,270757.5535,2103595.717,-15.84185453
376,13555,270758.3859,2103596.271,-15.85265568
377,13556,270759.2192,2103596.823,-15.86345683
378,13557,270760.0535,2103597.374,-15.87425797
379,13558,270760.8886,2103597.924,-15.88505912
380,13559,270761.7247,2103598.472,-15.89586027
381,13560,270762.5617,2103599.019,-15.90666142
382,13561,270763.3996,2103599.564,-15.91746256
383,13562,270764.2384,2103600.108,-15.92826371
384,13563,270765.0781,2103600.651,-15.93906486
385,13564,270765.9187,2103601.192,-15.94986601
386,13565,270766.7602,2103601.732,-15.96066716
387,13566,270767.6026,2103602.271,-15.9714683
388,13567,270768.4459,2103602.808,-15.98226945
389,13568,270769.2901,2103603.344,-15.9930706
390,13569,270770.1352,2103603.878,-16.00387175
391,13570,270770.9812,2103604.411,-16.01467289
392,13571,270771.828,2103604.942,-16.02547404
393,13572,270772.6758,2103605.472,-16.03627519
394,13573,270773.5244,2103606.001,-16.04707634
395,13574,270774.3739,2103606.528,-16.05787749
396,13575,270775.2243,2103607.054,-16.06867863
397,13576,270776.0756,2103607.578,-16.07947978
398,13577,270776.9277,2103608.101,-16.09028093
399,13578,270777.7808,2103608.623,-16.10108208
400,13579,270778.6346,2103609.143,-16.11188322
401,13580,270779.4894,2103609.661,-16.12268437
402,13581,270780.345,2103610.179,-16.13348552
403,13582,270781.2014,2103610.694,-16.14428667
404,13583,270782.0588,2103611.209,-16.15508781
405,13584,270782.917,2103611.722,-16.16588896
406,13585,270783.776,2103612.233,-16.17669011
407,13586,270784.6359,2103612.743,-16.18749126
408,13587,270785.4966,2103613.252,-16.19829241
409,13588,270786.3582,2103613.759,-16.20909355
410,13589,270787.2206,2103614.265,-16.2198947
411,13590,270788.0839,2103614.769,-16.23069585
412,13591,270788.948,2103615.272,-16.241497
413,13592,270789.813,2103615.774,-16.25229814
414,13593,270790.6787,2103616.274,-16.26309929
415,13594,270791.5453,2103616.773,-16.27390044
416,13595,270792.4128,2103617.27,-16.28470159
417,13596,270793.2811,2103617.765,-16.29550274
418,13597,270794.1502,2103618.26,-16.30630388
419,13598,270795.0201,2103618.752,-16.31710503
420,13599,270795.8908,2103619.244,-16.32790618
421,13600,270796.7624,2103619.734,-16.33870733
422,13601,270797.6347,2103620.222,-16.34950847
423,13602,270798.5079,2103620.709,-16.36030962
424,13603,270799.3819,2103621.195,-16.37111077
425,13604,270800.2567,2103621.679,-16.38191192
426,13605,270801.1323,2103622.161,-16.39271307
427,13606,270802.0087,2103622.643,-16.40351421
428,13607,270802.8849,2103623.124,-16.41502179
429,13608,270803.7615,2103623.605,-16.42674793
430,13609,270804.6389,2103624.084,-16.43847408
431,13610,270805.517,2103624.563,-16.45020023
432,13611,270806.3959,2103625.039,-16.46192638
433,13612,270807.2755,2103625.515,-16.47365252
434,13613,270808.1557,2103625.989,-16.48537867
435,13614,270809.0366,2103626.462,-16.49710482
436,13615,270809.9182,2103626.934,-16.50883097
437,13616,270810.8004,2103627.404,-16.52055712
438,13617,270811.6832,2103627.874,-16.53228326
439,13618,270812.5665,2103628.342,-16.54400941
440,13619,270813.4505,2103628.81,-16.55573556
441,13620,270814.3349,2103629.276,-16.56746171
442,13621,270815.2199,2103629.742,-16.57918785
443,13622,270816.1053,2103630.206,-16.590914
444,13623,270816.9913,2103630.67,-16.60264015
